Name of Issuer,CUSIP,Value,Shares
SUNEDISON INC,86732Y109,93855,3137900
SUNEDISON INC,86732Y109,203654,6808900
SUNEDISON INC,86732Y109,3799,127000
SUNEDISON SEMICONDUCTOR LTD,Y8213L102,38389,2222900
SUNEDISON SEMICONDUCTOR LTD,Y8213L102,8241,477200
SUNEDISON SEMICONDUCTOR LTD,Y8213L102,17268,999900
TAKE-TWO INTERACTIVE SOFTWAR,874054109,69543,2522406
TAKE-TWO INTERACTIVE SOFTWAR,874054109,14444,523900
TAKE-TWO INTERACTIVE SOFTWAR,874054109,30658,1112000
TIME WARNER INC,887317303,199671,2284300
TIME WARNER INC,887317303,42866,490400
TIME WARNER INC,887317303,87733,1003700
TRI POINTE HOMES INC,87265H109,43685,2855261
TRI POINTE HOMES INC,87265H109,10256,670300
TRI POINTE HOMES INC,87265H109,19286,1260500
TWENTY FIRST CENTY FOX INC,90130A101,33241,1021400
TWENTY FIRST CENTY FOX INC,90130A101,7134,219200
TWENTY FIRST CENTY FOX INC,90130A101,14951,459400
UIL HLDG CORP,902748102,137401,2998723
UIL HLDG CORP,902748102,29449,642700
UIL HLDG CORP,902748102,61843,1349700
VODAFONE GROUP PLC NEW,92857W308,14065,385880
VODAFONE GROUP PLC NEW,92857W308,208,5699
VODAFONE GROUP PLC NEW,92857W308,9029,247715
VOYA FINL INC,929089100,165167,3554268
VOYA FINL INC,929089100,33677,724700
VOYA FINL INC,929089100,74231,1597400
YAHOO INC,984332106,47714,1214400
YAHOO INC,984332106,10879,276900
YAHOO INC,984332106,20969,533700
