Name of Issuer,CUSIP,Value,Shares
MARKET VECTORS ETF TR,57060U100,46684,2337711
MICHAEL KORS HLDGS LTD,G60754101,223041,3915748
MICHAEL KORS HLDGS LTD,G60754101,52694,925100
MICHAEL KORS HLDGS LTD,G60754101,106438,1868652
MICHAEL KORS HLDGS LTD,G60754101,2307,40500
MYLAN N V,N59465109,79666,1718800
MYLAN N V,N59465109,17492,377400
MYLAN N V,N59465109,36793,793800
OIL STS INTL INC,678026105,18021,571728
OIL STS INTL INC,678026105,693,22000
OIL STS INTL INC,678026105,9257,293700
PVH CORP,693656100,35738,360770
PVH CORP,693656100,8480,85600
PVH CORP,693656100,16682,168400
SUNEDISON INC,86732Y109,6582,12183826
SUNEDISON INC,86732Y109,1680,3110516
SUNEDISON INC,86732Y109,2998,5550431
SUNEDISON INC,86732Y109,113,209400
SUNEDISON INC,86732YAC3,489,13271500
SUNEDISON INC,86732YAC3,108,2925200
SUNEDISON INC,86732YAC3,224,6063300
TAKE-TWO INTERACTIVE SOFTWAR,874054109,63308,1680584
TAKE-TWO INTERACTIVE SOFTWAR,874054109,14345,380800
TAKE-TWO INTERACTIVE SOFTWAR,874054109,29518,783582
TERRAFORM GLOBAL INC,88104M101,2677,1124700
TERRAFORM GLOBAL INC,88104M101,593,249000
TERRAFORM GLOBAL INC,88104M101,1253,526300
TERRAFORM PWR INC,88104R100,14672,1696200
TERRAFORM PWR INC,88104R100,3237,374200
TERRAFORM PWR INC,88104R100,6744,779600
TIME WARNER INC,887317303,242336,3340265
TIME WARNER INC,887317303,57264,789300
TIME WARNER INC,887317303,115676,1594435
TIME WARNER INC,887317303,4404,60700
TRI POINTE GROUP INC,87265H109,33635,2855261
TRI POINTE GROUP INC,87265H109,7896,670300
TRI POINTE GROUP INC,87265H109,14849,1260500
TWENTY FIRST CENTY FOX INC,90130A101,78016,2798279
TWENTY FIRST CENTY FOX INC,90130A101,18496,663400
TWENTY FIRST CENTY FOX INC,90130A101,36422,1306400
VODAFONE GROUP PLC NEW,92857W308,17467,545001
VODAFONE GROUP PLC NEW,92857W308,1234,38499
VODAFONE GROUP PLC NEW,92857W308,13901,433730
VOYA FINL INC,929089100,77326,2597460
VOYA FINL INC,929089100,17359,583100
VOYA FINL INC,929089100,36103,1212741
YAHOO INC,984332106,94686,2572300
YAHOO INC,984332106,22373,607800
YAHOO INC,984332106,45199,1227900
YELP INC,985817105,37734,1898066
YELP INC,985817105,8944,449900
YELP INC,985817105,17614,886000
