Name of Issuer,CUSIP,Value,Shares
PENN NATL GAMING INC,707569109,15877,1288700
PENN NATL GAMING INC,707569109,3526,286200
PENN NATL GAMING INC,707569109,5237,425100
RITE AID CORP,767754104,22681,3617446
RITE AID CORP,767754104,3746,597500
RITE AID CORP,767754104,8128,1296300
SPIRIT AEROSYSTEMS HLDGS INC,848574109,58637,2080064
SPIRIT AEROSYSTEMS HLDGS INC,848574109,13024,462000
SPIRIT AEROSYSTEMS HLDGS INC,848574109,19460,690300
SUNEDISON INC,86732Y109,143158,7598600
SUNEDISON INC,86732Y109,31902,1693300
SUNEDISON INC,86732Y109,48195,2558100
TAKE-TWO INTERACTIVE SOFTWAR,874054109,67498,3077900
TAKE-TWO INTERACTIVE SOFTWAR,874054109,15042,685900
TAKE-TWO INTERACTIVE SOFTWAR,874054109,22724,1036200
TALMER BANCORP INC,87482X101,22259,1616945
TALMER BANCORP INC,87482X101,9488,689213
TEMPUR SEALY INTL INC,88023U101,58640,1157300
TEMPUR SEALY INTL INC,88023U101,12956,255700
TEMPUR SEALY INTL INC,88023U101,19609,387000
URS CORP NEW,903236107,58109,1234779
URS CORP NEW,903236107,13003,276300
URS CORP NEW,903236107,18956,402800
VODAFONE GROUP PLC NEW,92857W308,19494,529580
VODAFONE GROUP PLC NEW,92857W308,4263,115799
VODAFONE GROUP PLC NEW,92857W308,3829,104015
