Name of Issuer,CUSIP,Value,Shares
KAPSTONE PAPER & PACKAGING C,48562P103,6369,217300
KENNAMETAL INC,489170100,47160,1317700
KENNAMETAL INC,489170100,11396,318400
KENNAMETAL INC,489170100,20719,578900
KEYSIGHT TECHNOLOGIES INC,49338L103,90427,2677746
KEYSIGHT TECHNOLOGIES INC,49338L103,20617,610500
KEYSIGHT TECHNOLOGIES INC,49338L103,39734,1176600
LAM RESEARCH CORP,512807108,118502,1493600
LAM RESEARCH CORP,512807108,26190,330100
LAM RESEARCH CORP,512807108,52071,656300
LIBERTY GLOBAL PLC,G5480U104,37279,742467
LIBERTY GLOBAL PLC,G5480U104,5006,99709
LIBERTY GLOBAL PLC,G5480U104,16381,326242
LIBERTY GLOBAL PLC,G5480U120,89436,1851303
LIBERTY GLOBAL PLC,G5480U120,21466,444347
LIBERTY GLOBAL PLC,G5480U120,39297,813430
LIFE TIME FITNESS INC,53217R207,61828,1091985
LIFE TIME FITNESS INC,53217R207,14942,263900
LIFE TIME FITNESS INC,53217R207,27166,479800
MARKET VECTORS ETF TR,57060U100,95044,5171080
MARKET VECTORS ETF TR,57060U100,19748,1074450
MARKET VECTORS ETF TR,57060U100,41764,2272266
MARVELL TECHNOLOGY GROUP LTD,G5876H105,213008,14690195
MARVELL TECHNOLOGY GROUP LTD,G5876H105,59618,4111600
MARVELL TECHNOLOGY GROUP LTD,G5876H105,83745,5775486
MARVELL TECHNOLOGY GROUP LTD,G5876H105,2256,155600
MICRON TECHNOLOGY INC,595112103,653174,18656770
MICRON TECHNOLOGY INC,595112103,151131,4316800
MICRON TECHNOLOGY INC,595112103,287012,8198000
MICRON TECHNOLOGY INC,595112103,2955,84400
NOKIA CORP,654902204,32395,4121500
NOKIA CORP,654902204,8967,1140900
NOKIA CORP,654902204,20195,2569400
NORTHSTAR ASSET MGMT GROUP I,66705Y104,60829,2695124
NORTHSTAR ASSET MGMT GROUP I,66705Y104,14901,660200
NORTHSTAR ASSET MGMT GROUP I,66705Y104,26729,1184250
OIL STS INTL INC,678026105,8838,180728
OIL STS INTL INC,678026105,1076,22000
OIL STS INTL INC,678026105,3046,62300
ON SEMICONDUCTOR CORP,682189105,106962,10558900
ON SEMICONDUCTOR CORP,682189105,25846,2551400
ON SEMICONDUCTOR CORP,682189105,47000,4639700
SPIRIT AEROSYSTEMS HLDGS INC,848574109,59667,1386326
SPIRIT AEROSYSTEMS HLDGS INC,848574109,8978,208600
SPIRIT AEROSYSTEMS HLDGS INC,848574109,26220,609200
SUNEDISON INC,86732Y109,289563,14841788
SUNEDISON INC,86732Y109,63353,3247200
SUNEDISON INC,86732Y109,131456,6737900
SUNEDISON INC,86732Y109,2478,127000
TAKE-TWO INTERACTIVE SOFTWAR,874054109,80113,2858100
TAKE-TWO INTERACTIVE SOFTWAR,874054109,16552,590500
TAKE-TWO INTERACTIVE SOFTWAR,874054109,35206,1256000
TIME INC NEW,887228104,57632,2341800
TIME INC NEW,887228104,13425,545500
TIME INC NEW,887228104,25319,1028791
TIME WARNER INC,887317303,195125,2284300
TIME WARNER INC,887317303,43368,507700
TIME WARNER INC,887317303,85736,1003700
TRI POINTE HOMES INC,87265H109,40056,2626647
TRI POINTE HOMES INC,87265H109,9575,627900
TRI POINTE HOMES INC,87265H109,17600,1154100
VODAFONE GROUP PLC NEW,92857W308,13186,385880
VODAFONE GROUP PLC NEW,92857W308,195,5699
VODAFONE GROUP PLC NEW,92857W308,8464,247715
VOYA FINL INC,929089100,140844,3323368
VOYA FINL INC,929089100,32111,757700
VOYA FINL INC,929089100,61888,1460300
YAHOO INC,984332106,61339,1214400
YAHOO INC,984332106,13986,276900
YAHOO INC,984332106,26957,533700
