Name of Issuer,CUSIP,Value,Shares
LIBERTY GLOBAL PLC,G5480U153,1512,35168
LIBERTY GLOBAL PLC,G5480U153,904,21033
LIBERTY GLOBAL PLC,G5480U104,30837,727965
LIBERTY GLOBAL PLC,G5480U104,4224,99709
LIBERTY GLOBAL PLC,G5480U104,14434,340744
LIBERTY GLOBAL PLC,G5480U120,74002,1815118
LIBERTY GLOBAL PLC,G5480U120,18116,444347
LIBERTY GLOBAL PLC,G5480U120,34639,849615
MACYS INC,55616P104,138626,3963000
MACYS INC,55616P104,30489,871600
MACYS INC,55616P104,64377,1840400
MACYS INC,55616P104,2260,64600
MARKET VECTORS ETF TR,57060U100,69506,5066035
MARKET VECTORS ETF TR,57060U100,15341,1118150
MARKET VECTORS ETF TR,57060U100,32017,2333611
MATCH GROUP INC,57665R106,5148,379926
MATCH GROUP INC,57665R106,1133,83600
MATCH GROUP INC,57665R106,2393,176600
MICHAEL KORS HLDGS LTD,G60754101,212404,5302148
MICHAEL KORS HLDGS LTD,G60754101,46830,1169000
MICHAEL KORS HLDGS LTD,G60754101,97953,2445152
MICHAEL KORS HLDGS LTD,G60754101,2352,58700
MYLAN N V,N59465109,92768,1715700
MYLAN N V,N59465109,20406,377400
MYLAN N V,N59465109,43088,796900
OIL STS INTL INC,678026105,15580,571728
OIL STS INTL INC,678026105,600,22000
OIL STS INTL INC,678026105,8003,293700
ON SEMICONDUCTOR CORP,682189105,18421,1879721
ON SEMICONDUCTOR CORP,682189105,3751,382800
ON SEMICONDUCTOR CORP,682189105,8628,880370
OWENS ILL INC,690768403,48154,2764300
OWENS ILL INC,690768403,10661,612000
OWENS ILL INC,690768403,22536,1293700
SANDISK CORP,80004C101,21042,276900
SANDISK CORP,80004C101,4643,61100
SANDISK CORP,80004C101,9674,127300
SCIENTIFIC GAMES CORP,80874P109,7740,862915
SCIENTIFIC GAMES CORP,80874P109,1715,191200
SCIENTIFIC GAMES CORP,80874P109,3576,398700
SUNEDISON INC,86732Y109,54611,10729026
SUNEDISON INC,86732Y109,14189,2787700
SUNEDISON INC,86732Y109,24835,4879247
SUNEDISON INC,86732Y109,1066,209400
SUNEDISON INC,86732YAC3,7235,13271500
SUNEDISON INC,86732YAC3,1595,2925200
SUNEDISON INC,86732YAC3,3306,6063300
SUNEDISON SEMICONDUCTOR LTD,Y8213L102,2455,313135
SUNEDISON SEMICONDUCTOR LTD,Y8213L102,527,67200
SUNEDISON SEMICONDUCTOR LTD,Y8213L102,1108,141300
TAKE-TWO INTERACTIVE SOFTWAR,874054109,64671,1856224
TAKE-TWO INTERACTIVE SOFTWAR,874054109,14267,409500
TAKE-TWO INTERACTIVE SOFTWAR,874054109,29718,852982
TERRAFORM GLOBAL INC,88104M101,6287,1124700
TERRAFORM GLOBAL INC,88104M101,1392,249000
TERRAFORM GLOBAL INC,88104M101,2942,526300
TERRAFORM PWR INC,88104R100,21338,1696200
TERRAFORM PWR INC,88104R100,4707,374200
TERRAFORM PWR INC,88104R100,9807,779600
TIME WARNER INC,887317303,245129,3790465
TIME WARNER INC,887317303,54071,836100
TIME WARNER INC,887317303,112644,1741835
TIME WARNER INC,887317303,4650,71900
TRI POINTE GROUP INC,87265H109,36176,2855261
TRI POINTE GROUP INC,87265H109,8493,670300
TRI POINTE GROUP INC,87265H109,15971,1260500
TWENTY FIRST CENTY FOX INC,90130A101,69810,2570315
TWENTY FIRST CENTY FOX INC,90130A101,15364,565700
TWENTY FIRST CENTY FOX INC,90130A101,32138,1183300
VODAFONE GROUP PLC NEW,92857W308,14703,455765
VODAFONE GROUP PLC NEW,92857W308,1242,38499
VODAFONE GROUP PLC NEW,92857W308,12744,395030
VOYA FINL INC,929089100,80085,2169740
VOYA FINL INC,929089100,17536,475100
VOYA FINL INC,929089100,37078,1004541
YAHOO INC,984332106,40391,1214400
YAHOO INC,984332106,9210,276900
YAHOO INC,984332106,17751,533700
YELP INC,985817105,7539,261766
YELP INC,985817105,3499,121500
