Name of Issuer,CUSIP,Value,Shares
Guidewire Software Inc,40171V100,1031,13000
Healthcare Services Group,421906108,478,20000
Healthcare Services Group,421906108,16223,678500
Heico Corp Class A,422806208,492,7702
Heico Corp Class A,422806208,21435,335442
Hexcel Corp,428291108,149,4000
Hexcel Corp,428291108,6880,185000
Home Depot,437076102,21845,117000
Home Depot,437076102,149928,803000
Illinois Tool Works,452308109,12080,85000
Illinois Tool Works,452308109,34464,242500
Illumina Inc,452327109,1092,4000
InterActiveCorp,44919P508,296,1650
Intl Flavors & Fragrances,459506101,1531,15000
Intl Flavors & Fragrances,459506101,9391,92000
Investors Title Company,461804106,27302,213300
JP Morgan,46625H100,19568,217350
John Deere,244199105,20724,150000
John Deere,244199105,118251,855900
Johnson and Johnson,478160104,14975,114200
Johnson and Johnson,478160104,65119,496600
KKR & Co LLC,48251W104,1455,62000
KKR & Co LLC,48251W104,30919,1317400
Lamar Advertising Company,512816109,436,8500
Lennar Corp - B,526057302,743,25700
Lennar Corporation,526057104,21,550
Lennar Corporation,526057104,204,5350
Liberty Broadband A,530307107,2327,21750
Liberty Broadband A,530307107,19634,183500
Liberty Broadband Class C,530307305,4523,40853
Liberty Broadband Class C,530307305,14533,131260
Liberty Global PLC,G5480U104,50,3000
Liberty Global PLC,G5480U104,2906,176000
Liberty Media Group A,531229870,491,19000
Liberty Media Group A,531229870,5435,210500
Liberty Media Group C,531229854,790,29000
Liberty Media Group C,531229854,6277,230500
Liberty Sirius Group A,531229409,1648,52000
Liberty Sirius Group A,531229409,11852,374000
Liberty Sirius Group C,531229607,4237,134000
Liberty Sirius Group C,531229607,12269,388000
Linde PLC,G5494J103,1021,5900
Linde PLC,G5494J103,15310,88500
Live Nation,538034109,477,10500
Live Nation,538034109,21739,478200
Lowes,548661107,22115,257000
Lowes,548661107,28526,331500
MSCI,55354G100,289,1000
MSCI,55354G100,39299,136000
Marriott International,571903202,26786,358049
Marriott International,571903202,92369,1234720
Marsh & McLennan,571748102,1513,17500
Marsh & McLennan,571748102,51184,592000
"Mastercard, Inc",57636Q104,8696,36000
"Mastercard, Inc",57636Q104,41396,171370
Maxim Integrated Products,57772K101,3403,70000
Maxim Integrated Products,57772K101,8847,182000
McKesson Corp,58155Q103,636,4700
McKesson Corp,58155Q103,7899,58400
Microchip Technology,595017104,271,4000
Microchip Technology,595017104,10780,159000
Microsoft Corp,594918104,13405,85000
Microsoft Corp,594918104,62078,393620
Mohawk Industries,608190104,381,5000
Mohawk Industries,608190104,22110,290000
Moody's Corp,615369105,21996,104000
Moody's Corp,615369105,22647,107080
NVR Inc,62944T105,257,100
NVR Inc,62944T105,22493,8755
Nike,654106103,6785,82000
Nike,654106103,23498,284000
Norfolk Southern,655844108,10658,73000
Norfolk Southern,655844108,22849,156500
Novo-Nordisk A/S,670100205,31605,525000
Novo-Nordisk A/S,670100205,33110,550000
Owens-Illinois Inc,67098H104,3157,444000
Parker-Hannifin Corp,701094104,791,6100
Parker-Hannifin Corp,701094104,14595,112500
Paychex,704326107,4404,70000
Paychex,704326107,5034,80000
Penske Automotive Group,70959W103,700,25000
Penske Automotive Group,70959W103,1316,47000
Pepsico,713448108,11482,95600
Philip Morris International,718172109,8354,114500
Progressive Corp,743315103,4430,60000
Progressive Corp,743315103,45375,614500
RLI Corporation,749607107,33150,377000
RLI Corporation,749607107,72127,820272
Rockwell  Automation Inc,773903109,1192,7900
Rockwell  Automation Inc,773903109,20252,134200
"Rollins, Inc.",775711104,1325,36650
"Rollins, Inc.",775711104,28630,792200
S&P Global,78409V104,245,1000
S&P Global,78409V104,35777,146000
SEI Investments Co,784117103,2734,59000
SEI Investments Co,784117103,15023,324200
Shake Shack Inc - Class A,819047101,113,3000
Shake Shack Inc - Class A,819047101,1042,27600
Sherwin Williams,824348106,14245,31000
Southwest Airlines,844741108,605,17000
Southwest Airlines,844741108,18802,528000
Starbucks Corp,855244109,2662,40500
Starbucks Corp,855244109,32036,487318
Stericycle Inc,858912108,1214,25000
Stericycle Inc,858912108,27627,568700
T.Rowe Price,74144T108,3125,32000
T.Rowe Price,74144T108,27537,282000
Texas Instruments Inc,882508104,17588,176000
Texas Instruments Inc,882508104,54762,548000
The Carlyle Group,14316J108,963,44500
The Carlyle Group,14316J108,25493,1177500
The Travelers Companies Inc,89417E109,31295,315000
TransUnion,89400J107,199,3000
TransUnion,89400J107,6055,91500
Trupanion,898202106,130,5000
Trupanion,898202106,3340,128300
Twitter Inc,90184l102,209,8500
Tyson Foods,902494103,289,5000
Tyson Foods,902494103,21065,364000
Union Pacific,907818108,1566,11100
Union Pacific,907818108,10475,74270
United Technologies,913017109,5150,54600
United Technologies,913017109,15980,169400
Verisk Analytics Inc,92345Y106,139,1000
Verisk Analytics Inc,92345Y106,10175,73000
Visa,92826C839,29984,186100
Visa,92826C839,124151,770550
WR Berkley Corp,084423102,1409,27000
Walgreens Boots Alliance Inc,931427108,31368,685650
Walgreens Boots Alliance Inc,931427108,50181,1096850
Watsco Inc,942622200,4283,27100
Watsco Inc,942622200,58455,369900
Wells Fargo,949746101,918,32000
Wells Fargo,949746101,4691,163450
Whirlpool Corp,963320106,449,5230
Whirlpool Corp,963320106,22798,265709
