Name of Issuer,CUSIP,Value,Shares
Healthcare Services Group,421906108,14608,678500
Heico Corp Class A,422806208,683,7702
Heico Corp Class A,422806208,29740,335442
Hexcel Corp,428291108,134,4000
Hexcel Corp,428291108,6207,185000
Home Depot,437076102,32492,117000
Home Depot,437076102,223001,803000
Illinois Tool Works,452308109,16423,85000
Illinois Tool Works,452308109,46853,242500
Illumina Inc,452327109,1236,4000
Intl Flavors & Fragrances,459506101,1837,15000
Intl Flavors & Fragrances,459506101,11265,92000
Investors Title Company,461804106,27742,213300
JP Morgan,46625H100,20924,217350
John Deere,244199105,167508,755800
Johnson and Johnson,478160104,17002,114200
Johnson and Johnson,478160104,73934,496600
KKR & Co LLC,48251W104,2129,62000
KKR & Co LLC,48251W104,45240,1317400
Lamar Advertising Company,512816109,562,8500
Lennar Corp - B,526057302,854,13000
Liberty Broadband A,530307107,3084,21750
Liberty Broadband A,530307107,26022,183500
Liberty Broadband Class C,530307305,5837,40853
Liberty Broadband Class C,530307305,18753,131260
Liberty Global PLC,G5480U104,63,3000
Liberty Global PLC,G5480U104,3698,176000
Liberty Sirius Group A,531229409,1725,52000
Liberty Sirius Group A,531229409,12406,374000
Liberty Sirius Group C,531229607,4433,134000
Liberty Sirius Group C,531229607,12835,388000
Linde PLC,G5494J103,1405,5900
Linde PLC,G5494J103,21075,88500
Lowes,548661107,42626,257000
Lowes,548661107,54983,331500
MSCI,55354G100,357,1000
MSCI,55354G100,48522,136000
Marsh & McLennan,571748102,2007,17500
Marsh & McLennan,571748102,67902,592000
"Mastercard, Inc",57636Q104,12174,36000
"Mastercard, Inc",57636Q104,57952,171370
Match Group Inc,57667L107,394,3561
Maxim Integrated Products,57772K101,4733,70000
Maxim Integrated Products,57772K101,12305,182000
Microchip Technology,595017104,411,4000
Microchip Technology,595017104,16339,159000
Microsoft Corp,594918104,17878,85000
Microsoft Corp,594918104,82790,393620
Mohawk Industries,608190104,488,5000
Mohawk Industries,608190104,28301,290000
Moody's Corp,615369105,30144,104000
Moody's Corp,615369105,31037,107080
NVR Inc,62944T105,408,100
NVR Inc,62944T105,38361,9395
Nike,654106103,10294,82000
Nike,654106103,35653,284000
Norfolk Southern,655844108,15621,73000
Norfolk Southern,655844108,33489,156500
Novo-Nordisk A/S,670100205,36451,525000
Novo-Nordisk A/S,670100205,38186,550000
Otis Elevator,68902V107,1704,27300
Otis Elevator,68902V107,5287,84700
Owens-Illinois Inc,67098H104,4702,444000
PayPal Holdings Inc,70450Y103,361,1830
Paychex,704326107,5584,70000
Paychex,704326107,6382,80000
Pepsico,713448108,13250,95600
Philip Morris International,718172109,8586,114500
Progressive Corp,743315103,5680,60000
Progressive Corp,743315103,58175,614500
RLI Corporation,749607107,31566,377000
RLI Corporation,749607107,68681,820272
Raytheon Technologies Ord,75513E101,3142,54600
Raytheon Technologies Ord,75513E101,9747,169400
Rockwell  Automation Inc,773903109,1743,7900
Rockwell  Automation Inc,773903109,29615,134200
"Rollins, Inc.",775711104,1986,36650
"Rollins, Inc.",775711104,42929,792200
S&P Global,78409V104,361,1000
S&P Global,78409V104,52648,146000
SEI Investments Co,784117103,2992,59000
SEI Investments Co,784117103,16443,324200
Shake Shack Inc - Class A,819047101,193,3000
Shake Shack Inc - Class A,819047101,1780,27600
Sherwin Williams,824348106,21599,31000
Starbucks Corp,855244109,3480,40500
Starbucks Corp,855244109,41870,487318
Stericycle Inc,858912108,1576,25000
Stericycle Inc,858912108,35862,568700
T.Rowe Price,74144T108,4103,32000
T.Rowe Price,74144T108,36158,282000
Texas Instruments Inc,882508104,25131,176000
Texas Instruments Inc,882508104,78249,548000
The Carlyle Group,14316J108,1098,44500
The Carlyle Group,14316J108,29049,1177500
TransUnion,89400J107,252,3000
TransUnion,89400J107,7698,91500
Trupanion,898202106,394,5000
Trupanion,898202106,10123,128300
Twitter Inc,90184L102,378,8500
Tyson Foods,902494103,297,5000
Tyson Foods,902494103,21651,364000
Union Pacific,907818108,2185,11100
Union Pacific,907818108,14622,74270
Verisk Analytics Inc,92345Y106,185,1000
Verisk Analytics Inc,92345Y106,13528,73000
Visa,92826C839,37214,186100
Visa,92826C839,154087,770550
WR Berkley Corp,084423102,1651,27000
Watsco Inc,942622200,6311,27100
Watsco Inc,942622200,86146,369900
Wells Fargo,949746101,752,32000
Wells Fargo,949746101,3843,163450
Whirlpool Corp,963320106,962,5230
Whirlpool Corp,963320106,48861,265709
