Name of Issuer,CUSIP,Value,Shares
Unilever PLC ADR,904767704,72408,1527600
Union Pacific,907818108,8251,84600
United Health Group Inc,91324P102,92820,663000
United Technologies,913017109,11532,113500
VF Corp,918204108,858,15300
Verisk Analytics Inc,92345Y106,4470,55000
Visa,92826C839,72015,870800
W.P. Carey,92936U109,2904,45000
W.P. Carey,92936U109,58413,905200
Walgreens Boots Alliance Inc,931427108,172124,2135000
Watsco Inc,942622200,25010,177500
