Name of Issuer,CUSIP,Value,Shares,Ratio
"Mastercard, Inc",57636Q104,51477,194600,0.00791501229220152
Maxim Integrated Products,57772K101,15074,252000,0.002317751525781334
McKesson Corp,58155Q103,5792,43100,0.0008905676553884494
Microchip Technology,595017104,13785,159000,0.0021195571701536214
Microsoft Corp,594918104,59800,446400,0.009194742022139032
Mohawk Industries,608190104,20203,137000,0.0031063774761417202
Moody's Corp,615369105,39273,201080,0.006038546880191743
NVR Inc,62944T105,18890,5605,0.0029044929230469282
NXP Semiconductors NV,N6596X109,2831,29000,0.00043528954288755186
Nike,654106103,30726,366000,0.004724375307228159
Norfolk Southern,655844108,45746,229500,0.007033823888708565
Novo-Nordisk A/S,670100205,54868,1075000,0.008436406442654254
Oaktree Capital Group LLC,674001201,17933,362000,0.002757346299047145
Parker-Hannifin Corp,701094104,20163,118600,0.0031002271470299213
Paychex,704326107,12343,150000,0.0018978378056732788
Penske Automotive Group,70959W103,3405,72000,0.0005235467656418629
Pepsico,713448108,19092,145600,0.0029355520850615118
Philip Morris International,718172109,8992,114500,0.001382593984332344
Progressive Corp,743315103,43002,538000,0.006611911311639175
RLI Corporation,749607107,102619,1197272,0.015778515578091727
Rockwell Automation Inc,773903109,20938,127800,0.003219389773571021
"Rollins, Inc.",775711104,28626,798050,0.004401483028858728
S&P Global,78409V104,33485,147000,0.005148594257714473
SEI Investments Co,784117103,21498,383200,0.0033054943811362024
Scotts Miracle-Gro Co,810186106,37232,378000,0.005724726337262215
Sensata Technologies Holding,N7902X106,4018,82000,0.0006178005592801778
Shake Shack Inc - Class A,819047101,2376,32900,0.00036532954924084184
Sherwin Williams,824348106,14207,31000,0.0021844431422830975
Southwest Airlines,844741108,18077,356000,0.0027794874838496203
Starbucks Corp,855244109,41111,490418,0.006321154502878892
Stericycle Inc,858912108,27194,569500,0.004181301246656335
Synchrony Financial,87165B103,366,10556,5.6275511372957955e-05
T.Rowe Price,74144T108,34449,314000,0.005296817189308822
Texas Instruments Inc,882508104,77693,677000,0.011945937992074378
The Carlyle Group,14309L102,26612,1177000,0.004091813958079664
The Travelers Companies Inc,89417E109,47099,315000,0.007241858770915155
TransUnion,89400J107,4411,60000,0.0006782275428035998
Trupanion,898202106,903,25000,0.0001388436796988553
Tyson Foods,902494103,25110,311000,0.0038608690999316236
Unilever PLC ADR,904767704,94665,1527600,0.01455552263421056
Union Pacific,907818108,14437,85370,0.00221980753467594
United Health Group Inc,91324P102,146162,599000,0.02247361009096798
United Technologies,913017109,29165,224000,0.004484358713640215
Verisk Analytics Inc,92345Y106,10838,74000,0.0016664316728418533
Visa,92826C839,162842,938300,0.02503829733058803
WR Berkley Corp,084423102,1780,27000,0.00027368964547504145
Walgreens Boots Alliance Inc,931427108,117431,2148000,0.01805598244819078
Watsco Inc,942622200,58217,356000,0.008951342747539599
Wells Fargo,949746101,3198,67600,0.0004917188124883048
Whirlpool Corp,963320106,33785,237319,0.005194721726052964
