Name of Issuer,CUSIP,Value,Shares,Ratio
Liberty Global PLC Lilac,G5480U138,323,14720,7.785032828495245e-05
Liberty Media Group A,531229870,3809,121500,0.0009180554193107859
Liberty Media Group C,531229854,6470,206500,0.001559416792580936
Liberty Sirius Group A,531229409,14706,426000,0.003544479652503129
Liberty Sirius Group C,531229607,17706,522000,0.004267547717069251
Linear Technology Corp,535678106,12844,206000,0.0030956954070957563
Live Nation,538034109,6961,261700,0.0016777589324815912
Lowes,548661107,38404,540000,0.009256235317199114
MSCI,55354G100,10793,137000,0.0026013578736207173
Marriott International,571903202,123712,1496269,0.029817398801201354
Marsh & McLennan,571748102,41196,609500,0.009929170662621984
"Mastercard, Inc",57636Q104,15601,151100,0.0037601949584320222
Maxim Integrated Products,57772K101,6210,161000,0.0014967508936518722
McKesson Corp,58155Q103,1278,9100,0.00030802699550516786
Mead Johnson Nutrition,582839106,2286,32300,0.0005509778651993848
Merck,58933Y105,330,5600,7.95374871022734e-05
Microsoft Corp,594918104,12863,207000,0.0031002748381713414
Monsanto Co,61166W101,41737,396700,0.010059563936932076
Moody's Corp,615369105,27338,290000,0.006589078249702879
NXP Semiconductors NV,N6596X109,3234,33000,0.0007794673736022793
Nike,654106103,16469,324000,0.00396940265177982
Norfolk Southern,655844108,24802,229500,0.005977844712456317
Novartis AG-Sponsored ADR,66987V109,270,3700,6.507612581095096e-05
Novo-Nordisk A/S,670100205,38549,1075000,0.009291183606986476
Oaktree Capital Group LLC,674001201,26081,695500,0.006286112730649674
Oracle Corp,68389X105,24531,638000,0.005912527563957178
Paccar,693718108,7559,118300,0.0018218905000184382
Parker-Hannifin Corp,701094104,11564,82600,0.002787186366214211
Patterson Companies Inc.,703395103,6893,168000,0.0016613693896847593
Paychex,704326107,9132,150000,0.0022010191885392747
Penske Automotive Group,70959W103,1814,35000,0.000437215156374315
Pepsico,713448108,15234,145600,0.0036717396318667666
Philip Morris International,718172109,10476,114500,0.0025249536814648975
Praxair Inc.,74005P104,5672,48400,0.0013670806874063477
Priceline Group Inc,741503403,293,200,7.061964763929123e-05
RLI Corporation,749607107,75584,1197272,0.01821745886405525
Ritchie Bros,767744105,3876,114000,0.0009342039394194294
Rockwell  Automation Inc,773903109,12338,91800,0.00297373792687227
"Rollins, Inc.",775711104,12016,355700,0.0028961286212755067
S&P Global,78409V104,15808,147000,0.0038100866548870845
SEI Investments Co,784117103,14324,290200,0.003452408985615043
Schlumberger,806857108,55617,662500,0.013404958848991332
Sensata Technologies Holding,N7902X106,1792,46000,0.0004319126572341634
Starbucks Corp,855244109,666,12000,0.00016052111033367905
Stericycle Inc,858912108,5778,75000,0.0013926290923543506
Synalloy Corporation,871565107,4542,414804,0.0010947250497531085
T.Rowe Price,74144T108,23632,314000,0.00569584816727553
Texas Instruments Inc,882508104,30283,415000,0.007298890066418622
The Carlyle Group,14309L102,7274,477000,0.0017531990338846566
The Travelers Companies Inc,89417E109,38562,315000,0.00929431690193293
Tyson Foods,902494103,678,11000,0.00016341338259194353
Unilever PLC ADR,904767704,62173,1527600,0.014985103592756496
Union Pacific,907818108,8771,84600,0.0021140099981031514
United Health Group Inc,91324P102,106107,663000,0.025574194375639164
United Technologies,913017109,13702,125000,0.0033024928735616668
VF Corp,918204108,1003,18800,0.00024174575625327338
Verisk Analytics Inc,92345Y106,5398,66500,0.0013010404708426418
Visa,92826C839,68837,882300,0.01659127878684604
W.P. Carey,92936U109,56147,950200,0.013532700873731348
Walgreens Boots Alliance Inc,931427108,176693,2135000,0.04258702184412725
Watsco Inc,942622200,27995,189000,0.00674743015584286
