Name of Issuer,CUSIP,Value,Shares
JPMORGAN CHASE & CO,46625H100,82197,913000
JPMORGAN CHASE & CO,46625H100,164674,1829100
JPMORGAN CHASE & CO,46625H100,19491,216500
JPMORGAN CHASE & CO,46625H100,24668,274000
JPMORGAN CHASE & CO,46625H100,156202,1735000
JPMORGAN CHASE & CO,46625H100,4564146,50695833
JPMORGAN CHASE & CO,46625H100,184652,2051000
JOHNSON & JOHNSON,478160104,42893,327100
KRAFT HEINZ CO,500754106,8056205,325634818
KROGER CO,501044101,570475,18940079
LIBERTY MEDIA CORP DELAWARE,531229409,136524,4308117
LIBERTY MEDIA CORP DELAWARE,531229409,246922,7791780
LIBERTY MEDIA CORP DELAWARE,531229409,29579,933391
LIBERTY MEDIA CORP DELAWARE,531229409,57900,1827072
LIBERTY MEDIA CORP DELAWARE,531229607,218590,6913027
LIBERTY MEDIA CORP DELAWARE,531229607,612160,19359910
LIBERTY MEDIA CORP DELAWARE,531229607,16084,508654
LIBERTY MEDIA CORP DELAWARE,531229607,128674,4069394
M & T BK CORP,55261F104,56473,546000
M & T BK CORP,55261F104,17045,164795
M & T BK CORP,55261F104,483147,4671245
MASTERCARD INC,57636Q104,1192040,4934756
MONDELEZ INTL INC,609207105,28946,578000
MOODYS CORP,615369105,2532486,11973928
MOODYS CORP,615369105,2685172,12695850
OCCIDENTAL PETE CORP,674599105,14394,1243000
OCCIDENTAL PETE CORP,674599105,13514,1167000
OCCIDENTAL PETE CORP,674599105,168177,14523054
OCCIDENTAL PETE CORP,674599105,23160,2000000
PNC FINL SVCS GROUP INC,693475105,132027,1379300
PNC FINL SVCS GROUP INC,693475105,20341,212500
PNC FINL SVCS GROUP INC,693475105,166792,1742500
PNC FINL SVCS GROUP INC,693475105,552848,5775684
PNC FINL SVCS GROUP INC,693475105,8423,88000
PROCTER & GAMBLE CO,742718109,34694,315400
RH,74967X103,76686,763269
RH,74967X103,94952,945079
RESTAURANT BRANDS INTL INC,76131D103,337782,8438225
SPDR S&P 500 ETF TR,78462F103,10155,39400
SIRIUS XM HLDGS INC,82968B103,434971,88050788
SIRIUS XM HLDGS INC,82968B103,219178,44367941
SOUTHWEST AIRLS CO,844741108,247490,6950000
SOUTHWEST AIRLS CO,844741108,36847,1034747
SOUTHWEST AIRLS CO,844741108,311,8722
SOUTHWEST AIRLS CO,844741108,1625570,45649244
STORE CAP CORP,862121100,337425,18621674
SUNCOR ENERGY INC NEW,867224107,168870,10688000
SUNCOR ENERGY INC NEW,867224107,30907,1956124
SUNCOR ENERGY INC NEW,867224107,36418,2304907
SYNCHRONY FINL,87165B103,270119,16788000
SYNCHRONY FINL,87165B103,53741,3340000
TEVA PHARMACEUTICAL INDS LTD,881624209,195989,21825000
TEVA PHARMACEUTICAL INDS LTD,881624209,24332,2709585
TEVA PHARMACEUTICAL INDS LTD,881624209,163927,18254710
US BANCORP DEL,902973304,20335,590275
US BANCORP DEL,902973304,132633,3850000
US BANCORP DEL,902973304,166755,4840500
US BANCORP DEL,902973304,837386,24307300
US BANCORP DEL,902973304,40479,1175000
US BANCORP DEL,902973304,436802,12679300
US BANCORP DEL,902973304,144855,4204800
US BANCORP DEL,902973304,130531,3789000
US BANCORP DEL,902973304,2593342,75278443
US BANCORP DEL,902973304,60115,1745000
UNITED CONTL HLDGS INC,910047109,178852,5668831
UNITED CONTL HLDGS INC,910047109,520221,16488777
UNITED PARCEL SERVICE INC,911312106,5549,59400
VANGUARD INDEX FDS,922908363,10183,43000
VERISIGN INC,92343E102,884266,4910132
VERISIGN INC,92343E102,1423698,7905481
VISA INC,92826C839,52090,323300
VISA INC,92826C839,1649733,10239160
WELLS FARGO & CO NEW,949746101,51660,1800000
WELLS FARGO & CO NEW,949746101,12915,450000
WELLS FARGO & CO NEW,949746101,152210,5303500
WELLS FARGO & CO NEW,949746101,195529,6812857
WELLS FARGO & CO NEW,949746101,1614004,56237071
WELLS FARGO & CO NEW,949746101,23534,820000
WELLS FARGO & CO NEW,949746101,48790,1700000
WELLS FARGO & CO NEW,949746101,735383,25623100
WELLS FARGO & CO NEW,949746101,245873,8567000
WELLS FARGO & CO NEW,949746101,1279257,44573430
WELLS FARGO & CO NEW,949746101,4733440,164928240
WELLS FARGO & CO NEW,949746101,80016,2788000
WELLS FARGO & CO NEW,949746101,46199,1609720
WELLS FARGO & CO NEW,949746101,57400,2000000
AXALTA COATING SYS LTD,G0750C108,54055,3130000
AXALTA COATING SYS LTD,G0750C108,354846,20546957
AXALTA COATING SYS LTD,G0750C108,6788,393043
LIBERTY GLOBAL PLC,G5480U104,130396,7898000
LIBERTY GLOBAL PLC,G5480U104,184763,11190970
LIBERTY GLOBAL PLC,G5480U104,3649,221030
LIBERTY GLOBAL PLC,G5480U120,115421,7346968
STONECO LTD,G85158106,308410,14166748
LIBERTY LATIN AMERICA LTD,G9001E102,10579,1005607
LIBERTY LATIN AMERICA LTD,G9001E102,17097,1625185
LIBERTY LATIN AMERICA LTD,G9001E128,13174,1284020
