Name of Issuer,CUSIP,Value,Shares
LIBERTY MEDIA CORP DELAWARE,531229409,69082,1827072
LIBERTY MEDIA CORP DELAWARE,531229607,271672,7153027
LIBERTY MEDIA CORP DELAWARE,531229607,735289,19359910
LIBERTY MEDIA CORP DELAWARE,531229607,19319,508654
LIBERTY MEDIA CORP DELAWARE,531229607,154556,4069394
M & T BK CORP,55261F104,92858,546000
M & T BK CORP,55261F104,28027,164795
M & T BK CORP,55261F104,794439,4671245
MASTERCARD INC,57636Q104,1305391,4934756
MONDELEZ INTL INC,609207105,31154,578000
MOODYS CORP,615369105,2338628,11973928
MOODYS CORP,615369105,2479626,12695850
PNC FINL SVCS GROUP INC,693475105,189350,1379300
PNC FINL SVCS GROUP INC,693475105,29172,212500
PNC FINL SVCS GROUP INC,693475105,239210,1742500
PNC FINL SVCS GROUP INC,693475105,720549,5248754
PNC FINL SVCS GROUP INC,693475105,12081,88000
PHILLIPS 66,718546104,519401,5552715
PROCTER & GAMBLE CO,742718109,34584,315400
RED HAT INC,756577102,971074,5171890
RESTAURANT BRANDS INTL INC,76131D103,586794,8438225
SIRIUS XM HLDGS INC,82968B103,521997,93547788
SIRIUS XM HLDGS INC,82968B103,247573,44367941
SOUTHWEST AIRLS CO,844741108,353251,6956500
SOUTHWEST AIRLS CO,844741108,52544,1034747
SOUTHWEST AIRLS CO,844741108,443,8722
SOUTHWEST AIRLS CO,844741108,2318069,45649244
STORE CAP CORP,862121100,618053,18621674
SUNCOR ENERGY INC NEW,867224107,335219,10758000
SYNCHRONY FINL,87165B103,605442,17463000
SYNCHRONY FINL,87165B103,115798,3340000
TEVA PHARMACEUTICAL INDS LTD,881624209,205691,22285000
TEVA PHARMACEUTICAL INDS LTD,881624209,25009,2709585
TEVA PHARMACEUTICAL INDS LTD,881624209,168491,18254710
TORCHMARK CORP,891027104,15610,174489
TORCHMARK CORP,891027104,90524,1011888
TORCHMARK CORP,891027104,128762,1439325
TORCHMARK CORP,891027104,333509,3728025
TRAVELERS COMPANIES INC,89417E109,236391,1581000
TRAVELERS COMPANIES INC,89417E109,232504,1555000
TRAVELERS COMPANIES INC,89417E109,422004,2822391
US BANCORP DEL,902973304,30930,590275
US BANCORP DEL,902973304,201740,3850000
US BANCORP DEL,902973304,253642,4840500
US BANCORP DEL,902973304,1273703,24307300
US BANCORP DEL,902973304,61570,1175000
US BANCORP DEL,902973304,664395,12679300
US BANCORP DEL,902973304,220332,4204800
US BANCORP DEL,902973304,198544,3789000
US BANCORP DEL,902973304,3944590,75278443
US BANCORP DEL,902973304,91438,1745000
UNITED CONTL HLDGS INC,910047109,496306,5668831
UNITED CONTL HLDGS INC,910047109,1424422,16269811
UNITED PARCEL SERVICE INC,911312106,6134,59400
VERISIGN INC,92343E102,1055686,5047264
VERISIGN INC,92343E102,1653510,7905481
VISA INC,92826C839,56109,323300
VISA INC,92826C839,1777006,10239160
WELLS FARGO & CO NEW,949746101,85176,1800000
WELLS FARGO & CO NEW,949746101,237628,5021720
WELLS FARGO & CO NEW,949746101,250962,5303500
WELLS FARGO & CO NEW,949746101,322384,6812857
WELLS FARGO & CO NEW,949746101,3255115,68789419
WELLS FARGO & CO NEW,949746101,38802,820000
WELLS FARGO & CO NEW,949746101,80444,1700000
WELLS FARGO & CO NEW,949746101,1288992,27239900
WELLS FARGO & CO NEW,949746101,485834,10267000
WELLS FARGO & CO NEW,949746101,2451267,51801930
WELLS FARGO & CO NEW,949746101,10592569,223849727
WELLS FARGO & CO NEW,949746101,131928,2788000
WELLS FARGO & CO NEW,949746101,76172,1609720
WELLS FARGO & CO NEW,949746101,94640,2000000
AXALTA COATING SYS LTD,G0750C108,98955,3324000
AXALTA COATING SYS LTD,G0750C108,611683,20546957
AXALTA COATING SYS LTD,G0750C108,11701,393043
LIBERTY GLOBAL PLC,G5480U104,226149,8379000
LIBERTY GLOBAL PLC,G5480U104,302044,11190970
LIBERTY GLOBAL PLC,G5480U104,5966,221030
LIBERTY GLOBAL PLC,G5480U120,194915,7346968
STONECO LTD,G85158106,419052,14166748
LIBERTY LATIN AMERICA LTD,G9001E102,18775,1089669
LIBERTY LATIN AMERICA LTD,G9001E102,28002,1625185
LIBERTY LATIN AMERICA LTD,G9001E128,22072,1284020
