Name of Issuer,CUSIP,Value,Shares
GOLDMAN SACHS GROUP INC,38141G104,732712,4375968
GOLDMAN SACHS GROUP INC,38141G104,1102350,6583551
GRAHAM HLDGS CO,384637104,34588,48165
GRAHAM HLDGS CO,384637104,42663,59410
INTERNATIONAL BUSINESS MACHS,459200101,15314,84480
INTERNATIONAL BUSINESS MACHS,459200101,108325,597588
INTERNATIONAL BUSINESS MACHS,459200101,86067,474800
INTERNATIONAL BUSINESS MACHS,459200101,42254,233100
INTERNATIONAL BUSINESS MACHS,459200101,12468477,68784010
JOHNSON & JOHNSON,478160104,34221,327100
KRAFT FOODS GROUP INC,50076Q106,11550,192666
LEE ENTERPRISES INC,523768109,395,88863
LIBERTY MEDIA CORP DELAWARE,531229102,180737,1322340
LIBERTY MEDIA CORP DELAWARE,531229102,365983,2677660
M & T BK CORP,55261F104,67731,546000
M & T BK CORP,55261F104,20443,164795
M & T BK CORP,55261F104,579468,4671245
MASTERCARD INC,57636Q104,297554,4050000
MEDIA GEN INC,584404107,95387,4646220
MONDELEZ INTL INC,609207105,21739,578000
MOODYS CORP,615369105,1049635,11973928
MOODYS CORP,615369105,1112918,12695850
NATIONAL OILWELL VARCO INC,637071101,217303,2638778
NATIONAL OILWELL VARCO INC,637071101,384039,4663500
NOW INC,67011P100,23888,659694
NOW INC,67011P100,42216,1165875
PHILLIPS 66,718546104,522457,6495800
PHILLIPS 66,718546104,0,0
PRECISION CASTPARTS CORP,740189105,273607,1084021
PRECISION CASTPARTS CORP,740189105,200052,792601
PROCTER & GAMBLE CO,742718109,24787,315400
PROCTER & GAMBLE CO,742718109,1593805,20280000
PROCTER & GAMBLE CO,742718109,122600,1560000
PROCTER & GAMBLE CO,742718109,490402,6240000
PROCTER & GAMBLE CO,742718109,490402,6240000
PROCTER & GAMBLE CO,742718109,1365712,17377678
PROCTER & GAMBLE CO,742718109,61300,780000
SANOFI,80105N105,22406,421400
SANOFI,80105N105,27103,509742
SANOFI,80105N105,9002,169300
SANOFI,80105N105,149165,2805433
SUNCOR ENERGY INC NEW,867224107,147429,3458330
SUNCOR ENERGY INC NEW,867224107,554190,13000000
TORCHMARK CORP,891027104,9529,116326
TORCHMARK CORP,891027104,55263,674592
TORCHMARK CORP,891027104,78606,959550
TORCHMARK CORP,891027104,203600,2485350
US BANCORP DEL,902973304,25571,590275
US BANCORP DEL,902973304,132992,3070000
US BANCORP DEL,902973304,1025856,23680896
US BANCORP DEL,902973304,549267,12679300
US BANCORP DEL,902973304,182152,4204800
US BANCORP DEL,902973304,132126,3050000
US BANCORP DEL,902973304,1346135,31074226
US BANCORP DEL,902973304,75593,1745000
U S G CORP,903293405,422877,14035088
U S G CORP,903293405,752254,24966928
UNITED PARCEL SERVICE INC,911312106,6098,59400
VERISIGN INC,92343E102,246357,5047264
VERISIGN INC,92343E102,387441,7937736
VERIZON COMMUNICATIONS INC,92343V104,659950,13487628
VERIZON COMMUNICATIONS INC,92343V104,74046,1513300
VERISK ANALYTICS INC,92345Y106,93837,1563434
VIACOM INC NEW,92553P201,342930,3954000
VIACOM INC NEW,92553P201,316842,3653200
VISA INC,92826C839,379225,1799749
WABCO HLDGS INC,92927K102,259961,2433632
WABCO HLDGS INC,92927K102,175472,1642693
WAL MART STORES INC,931142103,21770,290000
WAL MART STORES INC,931142103,63960,852000
WAL MART STORES INC,931142103,2215,29500
WAL MART STORES INC,931142103,315294,4200000
WAL MART STORES INC,931142103,115145,1533840
WAL MART STORES INC,931142103,19218,256000
WAL MART STORES INC,931142103,71016,946000
WAL MART STORES INC,931142103,134300,1789000
WAL MART STORES INC,931142103,344421,4588000
WAL MART STORES INC,931142103,3248048,43266919
WAL MART STORES INC,931142103,40162,535000
WAL MART STORES INC,931142103,38361,511000
WELLS FARGO & CO NEW,949746101,320588,6099470
WELLS FARGO & CO NEW,949746101,864612,16450000
WELLS FARGO & CO NEW,949746101,278752,5303500
WELLS FARGO & CO NEW,949746101,358084,6812857
WELLS FARGO & CO NEW,949746101,3934317,74853819
WELLS FARGO & CO NEW,949746101,43099,820000
WELLS FARGO & CO NEW,949746101,89352,1700000
WELLS FARGO & CO NEW,949746101,1895797,36069200
WELLS FARGO & CO NEW,949746101,539634,10267000
WELLS FARGO & CO NEW,949746101,2944320,56018270
WELLS FARGO & CO NEW,949746101,12754540,242666287
WELLS FARGO & CO NEW,949746101,146537,2788000
WELLS FARGO & CO NEW,949746101,84607,1609720
WELLS FARGO & CO NEW,949746101,105120,2000000
LIBERTY GLOBAL PLC,G5480U104,111416,2519578
LIBERTY GLOBAL PLC,G5480U104,324883,7346968
LIBERTY GLOBAL PLC,G5480U120,310850,7346968
