Name of Issuer,CUSIP,Value,Shares
TORCHMARK CORP,891027104,115276,1439325
TORCHMARK CORP,891027104,298578,3728025
US BANCORP DEL,902973304,31633,590275
US BANCORP DEL,902973304,164521,3070000
US BANCORP DEL,902973304,1277119,23831300
US BANCORP DEL,902973304,62968,1175000
US BANCORP DEL,902973304,679484,12679300
US BANCORP DEL,902973304,225335,4204800
US BANCORP DEL,902973304,2023960,37767492
US BANCORP DEL,902973304,93515,1745000
U S G CORP,903293405,458246,14035088
U S G CORP,903293405,815170,24966928
UNITED CONTL HLDGS INC,910047109,96883,1591379
UNITED CONTL HLDGS INC,910047109,345118,5668831
UNITED CONTL HLDGS INC,910047109,1275518,20951353
UNITED PARCEL SERVICE INC,911312106,7133,59400
VERISIGN INC,92343E102,536978,5047264
VERISIGN INC,92343E102,841064,7905481
VERIZON COMMUNICATIONS INC,92343V104,46,928
VERISK ANALYTICS INC,92345Y106,130062,1563434
VISA INC,92826C839,34024,323300
VISA INC,92826C839,1077569,10239160
WAL MART STORES INC,931142103,73920,946000
WAL MART STORES INC,931142103,34969,447513
WELLS FARGO & CO NEW,949746101,99270,1800000
WELLS FARGO & CO NEW,949746101,907218,16450000
WELLS FARGO & CO NEW,949746101,292488,5303500
WELLS FARGO & CO NEW,949746101,375729,6812857
WELLS FARGO & CO NEW,949746101,4128188,74853819
WELLS FARGO & CO NEW,949746101,45223,820000
WELLS FARGO & CO NEW,949746101,93755,1700000
WELLS FARGO & CO NEW,949746101,1999474,36255200
WELLS FARGO & CO NEW,949746101,566364,10269523
WELLS FARGO & CO NEW,949746101,3076065,55776330
WELLS FARGO & CO NEW,949746101,13665802,247793319
WELLS FARGO & CO NEW,949746101,153758,2788000
WELLS FARGO & CO NEW,949746101,88776,1609720
WELLS FARGO & CO NEW,949746101,110300,2000000
AXALTA COATING SYS LTD,G0750C108,96130,3324000
AXALTA COATING SYS LTD,G0750C108,578400,20000000
LIBERTY GLOBAL PLC,G5480U104,284132,8379000
LIBERTY GLOBAL PLC,G5480U104,400202,11801897
LIBERTY GLOBAL PLC,G5480U120,240246,7346968
LIBERTY GLOBAL PLC,G5480U138,25891,1089669
LIBERTY GLOBAL PLC,G5480U138,38614,1625185
LIBERTY GLOBAL PLC,G5480U153,29918,1284020
