Name of Issuer,CUSIP,Value,Shares
WELLS FARGO & CO NEW,949746101,45190,820000
WELLS FARGO & CO NEW,949746101,93687,1700000
WELLS FARGO & CO NEW,949746101,1998024,36255200
WELLS FARGO & CO NEW,949746101,565814,10267000
WELLS FARGO & CO NEW,949746101,3073834,55776330
WELLS FARGO & CO NEW,949746101,14125948,256322774
WELLS FARGO & CO NEW,949746101,153647,2788000
WELLS FARGO & CO NEW,949746101,88712,1609720
WELLS FARGO & CO NEW,949746101,169496,3075600
AXALTA COATING SYS LTD,G0750C108,90413,3324000
AXALTA COATING SYS LTD,G0750C108,544000,20000000
LIBERTY GLOBAL PLC,G5480U104,256314,8379000
LIBERTY GLOBAL PLC,G5480U104,361020,11801897
LIBERTY GLOBAL PLC,G5480U120,218205,7346968
LIBERTY GLOBAL PLC,G5480U138,23929,1089669
LIBERTY GLOBAL PLC,G5480U138,35689,1625185
LIBERTY GLOBAL PLC,G5480U153,27183,1284020
