Name of Issuer,CUSIP,Value,Shares
WELLS FARGO & CO NEW,949746101,2876538,56018270
WELLS FARGO & CO NEW,949746101,12811852,249500523
WELLS FARGO & CO NEW,949746101,143164,2788000
WELLS FARGO & CO NEW,949746101,82659,1609720
WELLS FARGO & CO NEW,949746101,102700,2000000
AXALTA COATING SYS LTD,G0750C108,81075,3199474
AXALTA COATING SYS LTD,G0750C108,506800,20000000
LIBERTY GLOBAL PLC,G5480U104,148445,3457025
LIBERTY GLOBAL PLC,G5480U104,365001,8500260
LIBERTY GLOBAL PLC,G5480U120,301373,7346968
LIBERTY GLOBAL PLC,G5480U138,4912,145801
LIBERTY GLOBAL PLC,G5480U138,12510,371338
LIBERTY GLOBAL PLC,G5480U153,12578,367348
